,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Numerator,Day_Perc_Change,Trend,Daily Return,SMA21,SMA34,average,std,Upper band,Lower band
28,28,RELINFRA,EQ,2017-06-22,490.2,492.9,506.0,490.5,494.0,493.6,498.75,2813820,1403399343.0,46298,244837,8.7,6,2017,1403392725.0,0.006935944512443948,Slight positive,0.0014201663623453957,480.85238095238117,,481.125,7.707008548666811,496.5390170973336,465.7109829026664
29,29,RELINFRA,EQ,2017-06-23,493.6,494.0,509.45,486.25,503.5,503.85,500.41,3163984,1583279342.0,46374,259203,8.19,6,2017,1583289233.44,0.020765802269043787,Positive,0.019939271255060776,481.17142857142886,,481.95,9.422518036800927,500.79503607360186,463.1049639263981
30,30,RELINFRA,EQ,2017-06-27,503.85,505.1,508.9,491.1,503.3,503.55,502.17,2320156,1165101443.0,41476,163540,7.05,6,2017,1165112738.52,-0.0005954153021733298,Slight or No change,-0.00306869926747181,480.93571428571454,,483.6214285714286,11.018859955787974,505.65914848300457,461.5837086598527
31,31,RELINFRA,EQ,2017-06-28,503.55,503.1,508.0,498.1,503.2,503.8,503.73,1314849,662330332.1,28145,108148,8.23,6,2017,662328886.77,0.0004964750273062091,Slight or No change,0.0013913734843967176,483.4047619047621,,484.7071428571429,12.229486075478519,509.16611500809995,460.2481707061859
32,32,RELINFRA,EQ,2017-06-29,503.8,505.0,507.95,499.1,503.05,503.5,503.85,1239125,624332928.9,19923,134736,10.87,6,2017,624333131.25,-0.0005954743946010588,Slight or No change,-0.0029702970297029703,485.3809523809526,,486.3178571428572,13.147149546908814,512.6121562366748,460.02355804903954
33,33,RELINFRA,EQ,2017-06-30,503.5,501.2,501.95,491.7,498.5,497.45,496.06,1182964,586825277.9,20230,166669,14.09,6,2017,586821121.84,-0.0120158887785502,Negative,-0.007482043096568237,486.26428571428596,504.5632352941178,487.9964285714286,12.945246592500773,513.8869217564302,462.10593538642706
34,34,RELINFRA,EQ,2017-07-03,497.45,499.5,511.8,496.35,507.75,508.4,506.38,1477819,748337989.5,22056,143815,9.73,7,2017,748337985.22,0.022012262538948724,Positive,0.01781781781781777,487.63571428571447,501.7102941176472,490.60714285714283,13.122820070145009,516.8527829974329,464.36150271685284
35,35,RELINFRA,EQ,2017-07-04,508.4,510.1,510.5,496.6,500.0,500.15,502.33,1078951,541994239.4,19497,107507,9.96,7,2017,541989455.8299999,-0.01622738001573565,Negative,-0.01950597921976092,488.4023809523812,498.4485294117649,492.74642857142857,11.9268679279777,516.600164427384,468.8926927154732
36,36,RELINFRA,EQ,2017-07-05,500.15,502.75,509.0,499.0,508.8,507.4,505.36,1067780,539609320.5,18276,111506,10.44,7,2017,539613300.8000001,0.014495651304608613,Positive,0.009249129786175987,489.1214285714288,495.5705882352944,495.13571428571424,11.200110380146597,517.5359350460075,472.735493525421
37,37,RELINFRA,EQ,2017-07-06,507.4,508.95,516.5,505.75,508.3,508.5,511.02,1425362,728384146.5,25141,140759,9.88,7,2017,728388489.24,0.002167914860071063,Slight or No change,-0.0008841732979663791,490.4714285714288,493.5073529411767,497.4678571428571,10.232952185931273,517.9337615147197,477.00195277099454
38,38,RELINFRA,EQ,2017-07-07,508.5,508.5,519.45,506.25,515.45,514.85,513.56,1793408,921019905.6,39215,428396,23.89,7,2017,921022612.48,0.012487708947886091,Positive,0.012487708947885983,491.7214285714288,491.8985294117649,499.9892857142857,9.818960828837087,519.6272073719599,480.35136405661154
39,39,RELINFRA,EQ,2017-07-10,514.85,535.0,535.0,473.0,516.15,516.4,519.03,325058,168715428.4,4420,96055,29.55,7,2017,168714853.73999998,0.0030105856074584825,Slight or No change,-0.03476635514018696,493.409523809524,490.7558823529414,502.2571428571428,9.669019860096524,521.5951825773359,482.9191031369498
40,40,RELINFRA,EQ,2017-07-11,516.4,517.0,521.8,507.5,509.6,509.45,515.0,1089192,560929317.7,22589,180094,16.53,7,2017,560933880.0,-0.01345855925639039,Negative,-0.014603481624758243,495.1000000000002,490.2617647058826,504.3642857142857,7.376350686521443,519.1169870873285,489.6115843412428
41,41,RELINFRA,EQ,2017-07-12,509.45,509.6,515.5,508.1,513.45,513.4,511.89,1237420,633419520.9,26077,232269,18.77,7,2017,633422923.8,0.007753459613308422,Slight positive,0.007456828885400224,497.0785714285716,490.8411764705885,506.02142857142854,6.503895704933752,519.029219981296,493.01363716156106
42,42,RELINFRA,EQ,2017-07-13,513.4,516.0,517.2,510.6,514.55,515.4,514.13,1137068,584605901.7,26037,245917,21.63,7,2017,584600770.84,0.003895597974288956,Slight or No change,-0.0011627906976744626,499.2309523809525,491.37794117647087,507.5785714285713,5.881055448370627,519.3406823253125,495.81646053183005
43,43,RELINFRA,EQ,2017-07-14,515.4,516.0,521.65,513.05,518.8,519.4,518.55,1360641,705557123.1,30206,160601,11.8,7,2017,705560390.55,0.007760962359332656,Slight positive,0.006589147286821661,501.39523809523814,491.69852941176504,508.6892857142856,6.552749821241233,521.794785356768,495.5837860718031
44,44,RELINFRA,EQ,2017-07-17,519.4,520.0,521.4,513.4,515.5,516.35,516.61,874243,451642054.9,21329,71405,8.17,7,2017,451642676.23,-0.005872160184828612,Slight negative,-0.0070192307692307256,503.3238095238096,493.5926470588238,509.6035714285713,6.67240195148604,522.9483753315434,496.2587675255992
45,45,RELINFRA,EQ,2017-07-18,516.35,514.0,520.9,510.8,514.0,514.35,516.45,968765,500316450.4,24516,228696,23.61,7,2017,500318684.25000006,-0.0038733417255737423,Slight or No change,0.000680933852140122,504.9809523809525,495.1323529411767,510.3571428571427,6.561362931318501,523.4798687197797,497.2344169945057
46,46,RELINFRA,EQ,2017-07-19,514.35,515.25,517.95,510.1,517.0,516.25,514.83,860811,443170532.6,22163,158924,18.46,7,2017,443171327.13000005,0.003693982696607368,Slight or No change,0.0019408054342552159,506.4857142857144,496.23088235294136,511.267857142857,6.4196994640550225,524.1072560709671,498.42845821474697
47,47,RELINFRA,EQ,2017-07-20,516.25,518.0,525.5,513.8,520.2,519.6,521.36,1160142,604854475.5,18903,88179,7.6,7,2017,604851633.12,0.006489104116222721,Slight positive,0.0030888030888031326,508.37380952380965,497.40735294117667,512.8499999999999,5.4009258465560555,523.651851693112,502.0481483068878
48,48,RELINFRA,EQ,2017-07-21,519.6,521.95,522.2,499.05,510.5,511.3,512.3,1124601,576129451.4,20407,119525,10.63,7,2017,576133092.3,-0.015973826020015403,Negative,-0.020404253280965675,509.3785714285715,498.2088235294119,513.0571428571428,5.271179153692934,523.5995011645286,502.51478454975694
49,49,RELINFRA,EQ,2017-07-24,511.3,511.0,515.4,505.0,506.2,506.75,510.72,746981,381495576.2,13826,150584,20.16,7,2017,381498136.32,-0.008898885194602024,Slight negative,-0.008317025440313111,510.00476190476195,498.633823529412,513.5285714285714,4.217943095401035,521.9644576193734,505.0926852377693
50,50,RELINFRA,EQ,2017-07-25,506.75,508.5,511.0,504.45,506.8,507.45,507.18,905626,459316261.8,14610,129921,14.35,7,2017,459315394.68,0.0013813517513565632,Slight or No change,-0.0020648967551622644,510.1761904761905,499.4367647058825,513.5321428571428,4.21237221412436,521.9568872853915,505.1073984288941
51,51,RELINFRA,EQ,2017-07-26,507.45,508.45,512.5,505.25,509.0,509.5,509.27,825157,420227412.6,14002,78771,9.55,7,2017,420227705.39,0.004039806877524921,Slight or No change,0.0020650998131576583,510.4595238095239,500.05147058823553,513.6035714285714,4.128114874561964,521.8598011776953,505.3473416794475
52,52,RELINFRA,EQ,2017-07-27,509.5,510.0,520.0,505.8,506.1,508.55,513.3,2356795,1209750363.0,32638,973988,41.33,7,2017,1209742873.5,-0.0018645731108930532,Slight or No change,-0.0028431372549019385,510.68571428571437,500.8632352941178,513.1535714285714,4.320677666119359,521.7949267608101,504.5122160963326
53,53,RELINFRA,EQ,2017-07-28,508.55,505.7,531.9,502.6,524.85,526.0,523.83,3611758,1891938325.0,49230,322693,8.93,7,2017,1891947193.14,0.034313243535542215,Among top gainers,0.04014237690330238,511.7571428571429,502.394117647059,513.8392857142857,5.481408387639559,524.8021024895647,502.87646893900654
54,54,RELINFRA,EQ,2017-07-31,526.0,527.0,534.4,524.9,528.1,528.65,529.63,1725572,913911376.3,22506,199792,11.58,7,2017,913914698.36,0.005038022813688148,Slight positive,0.0031309297912713043,513.2428571428571,504.06470588235317,515.2107142857143,6.588777713524688,528.3882697127636,502.03315885866493
55,55,RELINFRA,EQ,2017-08-01,528.65,531.5,532.5,523.1,526.65,526.6,526.81,1296488,683005365.6,24854,165679,12.78,8,2017,683002843.28,-0.003877801948358961,Slight or No change,-0.009219190968955742,514.1095238095238,505.7235294117649,516.1535714285715,7.223611505805885,530.6007944401832,501.7063484169597
56,56,RELINFRA,EQ,2017-08-02,526.6,528.95,538.9,527.0,530.45,532.35,533.66,1818422,970424391.6,35427,316564,17.41,8,2017,970419084.52,0.010919103684010613,Positive,0.0064278287172700194,515.6428571428572,507.44117647058835,517.3642857142858,8.41053434165072,534.1853543975872,500.5432170309843
57,57,RELINFRA,EQ,2017-08-03,532.35,532.05,544.0,523.85,524.35,526.25,533.7,2532498,1351583243.0,38923,242707,9.58,8,2017,1351594182.6,-0.01145862684324228,Negative,-0.01090123108730374,516.5404761904763,508.92352941176483,517.8535714285715,8.731209808799298,535.3159910461701,500.39115181097293
58,58,RELINFRA,EQ,2017-08-04,526.25,522.0,532.65,520.7,529.6,530.45,528.59,1308293,691547087.0,23631,156270,11.94,8,2017,691550596.87,0.00798099762470317,Slight positive,0.01618773946360162,517.5857142857144,510.4205882352943,518.8607142857144,9.336656018318015,537.5340263223504,500.18740224907833
59,59,RELINFRA,EQ,2017-08-07,530.45,532.0,548.0,528.35,544.0,542.2,537.92,1504888,809512262.8,22888,206893,13.75,8,2017,809509352.9599999,0.022151003864643304,Positive,0.019172932330827154,518.8880952380954,512.1132352941178,520.85,11.101715044220674,543.0534300884414,498.6465699115587
60,60,RELINFRA,EQ,2017-08-08,542.2,542.0,545.9,520.6,527.55,528.3,535.4,2040973,1092738366.0,30663,178311,8.74,8,2017,1092736944.2,-0.025636296569531702,Negative,-0.02527675276752776,519.454761904762,513.5352941176471,521.7107142857143,11.1844531273657,544.0796205404457,499.34180803098286
61,61,RELINFRA,EQ,2017-08-09,528.3,528.3,540.0,507.05,507.15,514.4,528.92,2291404,1211959614.0,36667,266238,11.62,8,2017,1211969403.6799998,-0.026310808252886564,Negative,-0.026310808252886578,519.6904761904763,514.2470588235295,521.3392857142857,11.345130751042069,544.0295472163698,498.64902421220154
62,62,RELINFRA,EQ,2017-08-10,514.4,508.0,513.9,452.25,480.0,474.45,486.4,3722914,1810807921.0,54377,453008,12.17,8,2017,1810825369.6,-0.07766329704510111,Bear drop,-0.0660433070866142,517.8357142857144,513.6838235294119,518.7071428571428,16.81134984218942,552.3298425415217,485.08444317276394
63,63,RELINFRA,EQ,2017-08-11,474.45,465.65,476.45,450.6,467.0,469.2,466.59,2364344,1103169782.0,40648,364492,15.42,8,2017,1103179266.96,-0.011065444198545715,Negative,0.007623751744872783,515.6357142857145,512.6647058823532,516.025,21.26996573358056,558.564931467161,473.48506853283885
64,64,RELINFRA,EQ,2017-08-14,469.2,476.5,494.4,472.45,487.6,489.55,485.14,1772296,859806090.9,35929,224703,12.68,8,2017,859811681.4399999,0.04337169650468886,Among top gainers,0.027387198321091315,514.2142857142859,512.2529411764708,514.7464285714285,22.336340381726597,559.4191093348817,470.07374780797534
65,65,RELINFRA,EQ,2017-08-16,489.55,490.4,502.6,482.2,495.5,494.35,492.4,2104952,1036478853.0,36448,337269,16.02,8,2017,1036478364.8,0.009804922888366985,Slight positive,0.008054649265905477,513.1666666666669,511.97500000000025,513.6642857142857,22.968125309214475,559.6005363327147,467.72803509585674
66,66,RELINFRA,EQ,2017-08-17,494.35,496.6,504.8,489.0,493.1,491.4,497.12,1485534,738486203.6,31529,180932,12.18,8,2017,738488662.08,-0.005967431981389826,Slight negative,-0.010471204188481766,512.0738095238097,511.6191176470591,512.4392857142857,23.707327482734623,559.8539406797549,465.02463074881643
67,67,RELINFRA,EQ,2017-08-18,491.4,485.45,496.4,481.5,486.9,487.8,488.87,1573202,769096267.7,35871,129988,8.26,8,2017,769091261.74,-0.0073260073260073,Slight negative,0.00484086929652904,510.7190476190477,511.3352941176473,509.7107142857143,24.21928013421904,558.1492745541524,461.2721540172762
68,68,RELINFRA,EQ,2017-08-21,487.8,490.0,494.35,465.4,468.35,468.7,481.1,1862840,896218383.6,35793,218591,11.73,8,2017,896212324.0,-0.03915539155391557,Among top losers,-0.04346938775510206,508.29523809523823,510.1676470588238,505.42857142857144,25.857484515986894,557.1435404605452,453.71360239659765
69,69,RELINFRA,EQ,2017-08-22,468.7,477.75,478.5,458.05,466.3,465.65,469.03,2491036,1168379974.0,50674,303353,12.18,8,2017,1168370615.08,-0.006507360785150461,Slight negative,-0.025327053898482516,506.12142857142874,509.15294117647085,501.07499999999993,27.11893852869378,555.3128770573875,446.8371229426124
70,70,RELINFRA,EQ,2017-08-23,465.65,471.7,476.6,468.9,474.1,474.8,473.3,1655184,783391081.8,33314,375479,22.69,8,2017,783398587.2,0.019649951680446698,Positive,0.0065719737121051995,504.6000000000001,508.194117647059,496.96428571428567,26.36483255407455,549.6939508224348,444.23462060613656
71,71,RELINFRA,EQ,2017-08-24,474.8,475.5,485.95,472.2,480.7,479.9,480.59,1598138,768053659.0,31953,404122,25.29,8,2017,768049141.42,0.010741364785172623,Positive,0.009253417455310152,503.2880952380953,507.3529411764708,493.65357142857135,25.292811872497982,544.2391951735673,443.06794768357537
72,72,RELINFRA,EQ,2017-08-28,479.9,482.0,492.0,481.5,483.8,483.8,486.85,1710061,832540867.4,28235,383382,22.42,8,2017,832543197.85,0.008126693061054402,Slight positive,0.00373443983402492,502.06428571428575,506.43970588235317,490.3214285714285,23.04529581803302,536.4120202074945,444.23083693536245
73,73,RELINFRA,EQ,2017-08-29,483.8,485.95,520.8,485.6,498.2,498.2,509.28,11154685,5680826976.0,138260,556877,4.99,8,2017,5680857976.799999,0.029764365440264617,Positive,0.025208354769009157,501.57142857142867,505.9044117647061,487.1785714285714,17.837974987322443,522.8545214032163,451.5026214539265
74,74,RELINFRA,EQ,2017-08-30,498.2,503.9,513.95,503.5,506.5,507.0,508.47,3291052,1673406458.0,47750,416527,12.66,8,2017,1673401210.44,0.017663588920112442,Positive,0.0061520142885493605,500.66666666666674,505.8323529411767,485.6571428571428,14.691767149598148,515.040677156339,456.2736085579465
75,75,RELINFRA,EQ,2017-08-31,507.0,508.5,513.45,501.15,510.75,509.25,507.73,2549868,1294649124.0,30410,573281,22.48,8,2017,1294644479.64,0.004437869822485174,Slight or No change,0.0014749262536873156,499.74285714285725,505.7102941176472,485.28928571428565,13.963140744493652,513.2155672032729,457.36300422529837
76,76,RELINFRA,EQ,2017-09-01,509.25,511.8,531.8,511.8,521.7,522.1,522.16,3698220,1931060528.0,51473,442127,11.96,9,2017,1931062555.2,0.02523318605792846,Positive,0.02012504884720596,499.5285714285715,505.90735294117655,488.6928571428571,16.66400839606623,522.0208739349896,455.36484035072465
77,77,RELINFRA,EQ,2017-09-04,522.1,522.15,526.0,498.6,510.15,507.9,511.15,2536082,1296309056.0,33515,214382,8.45,9,2017,1296318314.3,-0.027197854817084918,Negative,-0.027291008330939386,498.36428571428576,505.5691176470589,491.45714285714286,16.389312384586226,524.2357676263154,458.6785180879704
78,78,RELINFRA,EQ,2017-09-05,507.9,510.55,521.6,508.75,515.0,514.3,514.59,2128316,1095213053.0,31956,206722,9.71,9,2017,1095210130.44,0.01260090569009642,Positive,0.007345020076388097,497.7952380952381,505.50882352941187,493.22499999999997,17.467175259281415,528.1593505185627,458.29064948143713
79,79,RELINFRA,EQ,2017-09-06,514.3,510.55,520.55,506.55,512.8,515.25,514.16,1800796,925891033.5,26561,189308,10.51,9,2017,925897271.36,0.0018471709119192161,Slight or No change,0.009205758495739865,497.07142857142856,505.5352941176472,494.7178571428571,18.436925815234897,531.5917087733269,457.8440055123873
80,80,RELINFRA,EQ,2017-09-07,515.25,516.0,522.4,514.1,514.75,515.5,518.11,1418710,735047928.2,19357,224292,15.81,9,2017,735047838.1,0.0004852013585638914,Slight or No change,-0.0009689922480620155,495.79999999999995,505.51323529411775,496.4392857142857,19.21210734618435,534.8635004066543,458.015071021917
81,81,RELINFRA,EQ,2017-09-08,515.5,518.0,519.5,498.0,503.25,502.2,506.25,1874520,948973001.7,25095,502132,26.79,9,2017,948975750.0,-0.025800193986420968,Negative,-0.030501930501930525,494.5571428571429,505.00147058823546,497.4678571428571,19.09914020560608,535.6661375540692,459.2695767316449
82,82,RELINFRA,EQ,2017-09-11,502.2,506.75,514.8,506.75,508.6,508.6,511.24,1299373,664293969.2,21647,131625,10.13,9,2017,664291452.52,0.012743926722421415,Positive,0.003650715342871283,494.28095238095244,504.9220588235296,500.3178571428571,17.37532077338472,535.0684986896266,465.5672155960877
83,83,RELINFRA,EQ,2017-09-12,508.6,511.0,518.85,506.85,515.25,515.3,513.06,1455096,746556879.6,25391,182952,12.57,9,2017,746551553.7599999,0.013173417223751429,Positive,0.008414872798434354,496.2261904761905,505.17352941176483,503.86428571428576,14.600440306471933,533.0651663272296,474.6634051013419
84,84,RELINFRA,EQ,2017-09-13,515.3,515.0,529.8,511.5,516.0,515.65,520.77,2900118,1510304820.0,41922,326750,11.27,9,2017,1510294450.86,0.0006792159906849893,Slight or No change,0.001262135922330053,498.4380952380952,505.41470588235313,506.78214285714284,12.235581894037907,531.2533066452187,482.310979069067
85,85,RELINFRA,EQ,2017-09-14,515.65,508.0,515.0,504.5,508.0,507.55,509.42,2121227,1080592716.0,33405,388541,18.32,9,2017,1080595458.3400002,-0.015708329293125156,Negative,-0.000885826771653521,499.29523809523806,505.3573529411766,508.75714285714287,9.485025792569504,527.7271944422819,489.78709127200386
86,86,RELINFRA,EQ,2017-09-15,507.55,507.0,509.5,496.0,498.0,499.6,502.86,1745824,877909049.5,29437,437841,25.08,9,2017,877905056.64,-0.015663481430400972,Negative,-0.01459566074950686,499.54523809523806,505.09411764705897,509.8857142857143,6.865281342529405,523.6162769707731,496.1551516006555
87,87,RELINFRA,EQ,2017-09-18,499.6,506.8,509.4,500.6,501.2,501.6,504.32,1702967,858833608.6,22240,561171,32.95,9,2017,858840317.4399999,0.004003202562049557,Slight or No change,-0.010260457774269906,500.0309523809524,504.3764705882354,510.1285714285715,6.468792369930349,523.0661561684321,497.1909866887108
88,88,RELINFRA,EQ,2017-09-19,501.6,503.2,504.15,493.65,495.8,495.7,497.67,1713229,852614546.3,24036,571661,33.37,9,2017,852622676.4300001,-0.011762360446571085,Negative,-0.014904610492845787,500.4071428571429,503.40735294117655,509.3214285714286,7.510318908667228,524.3420663887631,494.3007907540942
89,89,RELINFRA,EQ,2017-09-20,495.7,500.2,505.2,493.05,493.7,494.15,497.9,1683083,838000425.2,24578,469145,27.87,9,2017,838007025.6999999,-0.003126891264877973,Slight or No change,-0.012095161935225933,501.6190476190476,502.45294117647074,508.2428571428572,8.535646006439523,525.3141491557362,491.17156512997815
90,90,RELINFRA,EQ,2017-09-21,494.15,493.7,496.95,481.5,488.8,488.55,488.59,1478730,722488408.2,28735,282989,19.14,9,2017,722492690.6999999,-0.011332591318425456,Negative,-0.010431436094794364,502.7095238095238,501.16470588235313,505.8464285714286,9.040644639321854,523.9277178500723,487.76513929278485
91,91,RELINFRA,EQ,2017-09-22,488.55,484.8,485.0,466.65,471.3,471.25,475.23,1885916,896247832.7,31524,358353,19.0,9,2017,896243860.6800002,-0.03541090983522677,Among top losers,-0.027949669966996722,502.5404761904762,499.5470588235296,503.22857142857146,12.887929867272302,529.004431163116,477.45271169402685
92,92,RELINFRA,EQ,2017-09-25,471.25,470.1,471.0,455.05,464.05,463.85,462.92,1533547,709914473.5,22462,168256,10.97,9,2017,709909577.24,-0.015702917771883262,Negative,-0.013295043607743032,501.77619047619055,497.58823529411774,499.62500000000006,16.185413067136697,531.9958261342734,467.25417386572667
93,93,RELINFRA,EQ,2017-09-26,463.85,463.85,482.0,462.0,474.0,474.0,472.76,1977117,934705705.1,39738,492322,24.9,9,2017,934701832.92,0.021882073946318803,Positive,0.021882073946318803,501.3095238095239,495.58235294117657,496.6785714285715,16.862654621355265,530.4038806712821,462.953262185861
94,94,RELINFRA,EQ,2017-09-27,474.0,479.0,479.9,460.05,463.0,463.4,471.6,2257699,1064724976.0,28197,523263,23.18,9,2017,1064730848.4,-0.02236286919831232,Negative,-0.032567849686847644,499.652380952381,493.67352941176483,492.9571428571429,18.09349497580701,529.1441328087569,456.7701529055289
95,95,RELINFRA,EQ,2017-09-28,463.4,464.4,471.9,460.65,462.4,462.6,465.31,2197103,1022341271.0,26590,933971,42.51,9,2017,1022333996.93,-0.0017263703064306355,Slight or No change,-0.0038759689922479644,497.5380952380953,492.1500000000001,490.1285714285715,19.572318701182347,529.2732088309361,450.9839340262068
96,96,RELINFRA,EQ,2017-09-29,462.6,466.1,473.6,463.25,465.4,465.05,466.99,1234999,576734061.7,18516,233825,18.93,9,2017,576732183.01,0.005296152183311698,Slight positive,-0.0022527354644926224,495.43333333333334,491.8735294117647,487.0178571428572,19.86929025040748,526.7564376436721,447.27927664204225
